data gatherer,Genus,Species,Family,Realm,Kingdom,Phylum,Class,Order,"maximum body size (SVL, HBL, cm)",Source for maximum body size,notes on body size (e.g. type of metric),Trophic position,Source/logic for trophic position,migratory?,source/logic for migration info,dispersal distance category,logic/source for dispersal distance,dispersal type (walking may need to be reworded to something that encaptures slithering),logic/source for dispersal type,cold season dormancy?,source/logic for cold season dormancy,notes for cold season dormancy,hot season dormancy?,source/logic for hot season dormancy,notes for hot season dormancy,highland specialist,source/logic for highland specialist,Pelagic habitat (for marine species),source/logic for pelagic habitat,notes,origGenus,origSpecies,Terrestriality (available for mammals only; see panTHERIA metadata),pantheria05Genus,pantheria05Species,pantheria93Genus,pantheria93Species,allPantheriaSynonyms05,pantheriaReferences,binaryName,TRY species number (for plants),genus_species,limit_type
Miguel R.,Thamnophis,butleri,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,73.7,ADW U of Michigan,max total body length,carnivore,ADW U of Michigan,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",NA,NA,slithering,Squamate slithering tetrapod,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thamnophis_butleri,min
Miguel R.,Thamnophis,elegans,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,107,ADW U of Michigan,average total body length,carnivore,ADW U of Michigan,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",NA,NA,slithering,Squamate slithering tetrapod,Y,"Bronikowski, A. M., & Arnold, S. J. (1999). The evolutionary ecology of life history variation in the garter snake Thamnophis elegans. Ecology, 80(7), 2314-2325.",hibernation,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thamnophis_elegans,"max, min"
Miguel R.,Thamnophis,marcianus,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,NA,NA,NA,carnivore,ADW,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",NA,NA,slithering,Squamate slithering tetrapod,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thamnophis_marcianus,min
Miguel R.,Thamnophis,melanogaster,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,36.5,Drummond and Garcia (1989) Behavior 108(1/2): 23-43,max adult SVL,carnivore,Manjarrez et al. (2012) Journal of Herpetology 47(3):413-420,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",NA,NA,slithering,Squamate slithering tetrapod,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thamnophis_melanogaster,min
Miguel R.,Thamnophis,ordinoides,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,69.5,Kirk (1979). Thamnophis ordinoides. Catalogue of American Amphibians and Reptiles (CAAR).z,max adult SVL,carnivore,ADW,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",NA,NA,slithering,Squamate slithering tetrapod,Y,"Stewart, G. R. (1968). Some observations on the natural history of two Oregon garter snakes (genus Thamnophis). Journal of herpetology, 71-86.",hibernation,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thamnophis_ordinoides,"max, min"
Miguel R.,Thamnophis,radix,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,109.5,ADW U of Michigan,max total body length,carnivore,ADW U of Michigan,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",NA,NA,slithering,Squamate slithering tetrapod,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thamnophis_radix,min
Miguel R.,Thamnophis,sirtalis,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,137,ADW U of Michigan,max total body length,carnivore,ADW U of Michigan,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",NA,NA,slithering,Squamate slithering tetrapod,Y,"Aleksiuk, M. (1976). Reptilian hibernation: evidence of adaptive strategies in Thamnophis sirtalis parietalis. Copeia, 170-178.",hibernates up to 7 months of the year,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thamnophis_sirtalis,"max, min"
Adam A,Tiliqua,nigrolutea,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,36.8,Meiri 2008,max adult SVL,omnivore,http://australianmuseum.net.au/shingleback-lizard,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"Price-Rees, S.J., Brown, G.P., Shine, R. (2013). Spatial ecology of bluetongue lizards (Tiliqua spp.) in the Australian wet-dry tropics. Austral ecology, 38, 5: 493-503.",Walking,Squamate walking tetrapod,Y,"Edwards, A., & Jones, S. M. (2001). Changes in plasma testosterone, estrogen, and progesterone concentrations throughout the annual reproductive cycle in male viviparous blue-tongued skinks, Tiliqua nigrolutea, in Tasmania. Journal of Herpetology, 293-299.",hibernation,N,no info - based on climate,,No,"http://www.rzsnsw.org.au/Volumes%20of%20RZS%20papers/1997%20vol%2030%283%29/Hancock%20L%20J%20Thompson%20M%20B%20Distributional%20limits%20of%20Eastern%20Blue-tongue%20Lizards%20Tiliqua%20scincoides,%20Blotched%20Blue-tongue%20Lizards%20T%20nigrolutea%20and%20Shingleback%20Lizard%20T%20rugosa%20%28Gray%29%20in%20New%20South%20Wales.pdf",NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tiliqua_nigrolutea,"max, min"
Adam A,Tiliqua,rugosa,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,35,Meiri 2008,max adult SVL,omnivore,10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"Price-Rees, S.J., Brown, G.P., Shine, R. (2013). Spatial ecology of bluetongue lizards (Tiliqua spp.) in the Australian wet-dry tropics. Austral ecology, 38, 5: 493-503.",Walking,Squamate walking tetrapod,Y,http://australianmuseum.net.au/shingleback-lizard,,N,no info - based on climate,,No,"http://www.rzsnsw.org.au/Volumes%20of%20RZS%20papers/1997%20vol%2030%283%29/Hancock%20L%20J%20Thompson%20M%20B%20Distributional%20limits%20of%20Eastern%20Blue-tongue%20Lizards%20Tiliqua%20scincoides,%20Blotched%20Blue-tongue%20Lizards%20T%20nigrolutea%20and%20Shingleback%20Lizard%20T%20rugosa%20%28Gray%29%20in%20New%20South%20Wales.pdf",NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tiliqua_rugosa,"max, min"
Adam A,Tiliqua,scincoides,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,37.1,Meiri 2008,max adult SVL,omnivore,http://australianmuseum.net.au/shingleback-lizard,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"Price-Rees, S.J., Brown, G.P., Shine, R. (2013). Spatial ecology of bluetongue lizards (Tiliqua spp.) in the Australian wet-dry tropics. Austral ecology, 38, 5: 493-503.",Walking,Squamate walking tetrapod,Y,No info- bases on congeners,,No,"Christian, K. A., J. K. Webb, and T. J. Schultz. 2003. Energetics of Bluetongue Lizards (Tiliqua scincoides) in a seasonal tropical environment. Oecologia 136:515äóñ523.",,No,"http://www.rzsnsw.org.au/Volumes%20of%20RZS%20papers/1997%20vol%2030%283%29/Hancock%20L%20J%20Thompson%20M%20B%20Distributional%20limits%20of%20Eastern%20Blue-tongue%20Lizards%20Tiliqua%20scincoides,%20Blotched%20Blue-tongue%20Lizards%20T%20nigrolutea%20and%20Shingleback%20Lizard%20T%20rugosa%20%28Gray%29%20in%20New%20South%20Wales.pdf",NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tiliqua_scincoides,max
Adam A,Trachylepis,capensis,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,13.5,Meiri 2008,max adult SVL,omnivore,"guess based on others in genus (Rocha, C. F. D., Vrcibradic, D., Menezes, V. A., & Ariani, C. V. (2009). Ecology and natural history of the easternmost native lizard species in South America, Trachylepis atlantica (Scincidae), from the Fernando de Noronha Archipelago, Brazil. Journal of Herpetology, 450-459.)",non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,No info- based on climate,,No,No info- based on climate,,No,http://reptile-database.reptarium.cz/species?genus=Trachylepis&species=capensis&search_param=%28%28genus%3D%27trachylepis%27%29%29,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trachylepis_capensis,max
Ignacio,Trapelus,savignii,Agamidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,9.225,Meiri 2008,max adult SVL,"insectivore, omnivore","Walton, D. W. Ed. 1987. Fauna of Australia, Volume 1A. Australian Government Publishing Service, Canberra. ISBN 0-644-06055-17",non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,N,no info - based on climate (from the Leveant),,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trapelus_savignii,"max, min"
Ignacio,Uma,inornata,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,12.4,Meiri 2008,max adult SVL,"insectivore, omnivore","Durtsche, R.D. (1995) Foraging ecology of the fringe-toed lizard, Uma inornata, during periods of high and low food abundance. Copeia, 1995(4): 915 - 926.",non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,NA,N,Only species for which there is evidence of brumation are classified as cold dormants.,,No,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uma_inornata,max
Ignacio,Urosaurus,auriculatus,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,7.4,Meiri 2008,max adult SVL,insectivore,"Aspland, K. K. (1964). Seasonal variation in the diet of Urosaurus ornatus in a riparian community. Herpetologica, 91-94.",non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,NA,N,Only species for which there is evidence of brumation are classified as cold dormants.,,No,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Urosaurus_auriculatus,max
Ignacio,Urosaurus,clarionensis,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,6,Meiri 2008,max adult SVL,insectivore,"Aspland, K. K. (1964). Seasonal variation in the diet of Urosaurus ornatus in a riparian community. Herpetologica, 91-94.",non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,NA,N,Only species for which there is evidence of brumation are classified as cold dormants.,,No,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Urosaurus_clarionensis,max
Ignacio,Urosaurus,ornatus,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,5.087,Meiri 2008,max adult SVL,insectivore,"Aspland, K. K. (1964). Seasonal variation in the diet of Urosaurus ornatus in a riparian community. Herpetologica, 91-94.",non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,NA,N,Only species for which there is evidence of brumation are classified as cold dormants.,,No,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Urosaurus_ornatus,max
Ignacio,Uta,stansburiana,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,4.617,Meiri 2008,max adult SVL,insectivore,"Best, Troy L.; A. L. Gennaro (September 1984). ""Feeding Ecology of the Lizard, Uta stansburiana, in Southeastern New Mexico"". Journal of Herpetology 18 (3): 291äóñ301.",non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,NA,Y,"Wilson, B. S. (1992). Tail injuries increase the risk of mortality in free-living lizards (Uta stansburiana). Oecologia, 92(1), 145-152.",hibernation in some populations,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uta_stansburiana,"max, min"
Ignacio,Varanus,gouldii,Varanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,38.515,Meiri 2008,max adult SVL,"insectivore, carnivore",King & Green 1979,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,NA,N,Only species for which there is evidence of brumation are classified as cold dormants.,,No,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Varanus_gouldii,max
